Date,BCP,FGI,log_price,t,lppls_score,lppls_r2_score,lppls_urgency,lppls_tc_median,lppls_days_to_tc,lppls_valid_fits,lppls_score_smooth,lppls_r2_score_smooth,lppls_urgency_smooth,lppls_score_norm,lppls_days_to_tc_smooth,r2_signal,lppls_r2_smoothed,lppls_score_raw,lppls_fit_weight,lppls_tc_median_smooth,lppls_urgency_smooth_tc,lppls_score_tc_smooth,lppls_score_tc_smooth_smooth,lppls_urgency_smooth_tc_smooth,lppls_fit_weight_smooth,lppls_valid_fits_smooth,lppls_final_score,lppls_final_score_norm,lppls_r2_score_filled,lppls_valid_fits_filled,lppls_custom_final_score,lppls_custom_final_score_smooth
2023-10-19,28719.806640625,52.0,10.265342290570729,484,0.44728320899900387,0.5179020199039741,0.9990903378480229,484.0819068531107,0.08190685311069501,8,0.2724393709499864,0.45651554205146117,0.792419247627897,0.4657534246575342,-4.114128549893962,0.0,0.06379918613784834,0.6735819897723218,0.664036770267849,479.88587145010604,1.0,0.4474460633507258,0.2749041134115199,0.9909821554429918,0.38966877094160995,6.2113784698581025,0.2749041134115199,0.5555555555555556,0.5179020199039741,0.05333333333333334,0.20861621139937755,0.15287303757759788
2023-10-20,29682.94921875,53.0,10.298328059553281,485,0.0,0.0,0.0,,,0,0.22290493986817067,0.37351271622392274,0.6483430207864611,0.4575342465753425,-4.714506130560153,0.0,0.06379918613784834,0.0,0.0,480.28549386943985,1.0,0.0,0.22492154733669806,0.992621763544266,0.31881990349768086,5.082036929883902,0.22492154733669806,0.5333333333333333,0.0,0.0,0.0,0.12507793983621643
2023-10-21,29918.412109375,63.0,10.30622935946936,486,0.2788027250294437,0.6158444353651897,0.9543833334822663,490.202088405601,4.202088405600989,4,0.23306817353385667,0.4175730287950622,0.7039867140038802,0.44931506849315067,-4.770068555687658,0.0,0.06379918613784834,0.7337899368762119,0.3799489622552249,481.22993144431234,1.0,0.2840585564085128,0.2356737308043007,0.9939632610816722,0.3299342778172343,4.885302942632284,0.2356737308043007,0.5388888888888889,0.6158444353651897,0.02666666666666667,0.17541636443503322,0.13423038067236492
2023-10-22,29993.896484375,53.0,10.308749189424594,487,0.0,0.0,0.0,,,0,0.19069214198224635,0.3416506599232327,0.5759891296395383,0.4410958904109589,-4.915577416517294,0.0,0.06379918613784834,0.0,0.0,482.0844225834827,1.0,0.0,0.19282396156715512,0.9950608499759135,0.26994622730500983,3.997066043971868,0.19282396156715512,0.5111111111111111,0.0,0.0,0.0,0.10982485691375311
2023-10-23,33086.234375,53.0,10.406872594953755,488,0.0,0.0,0.0,,,0,0.15602084344001974,0.27953235811900856,0.4712638333414404,0.4328767123287671,-5.142466385839327,0.0,0.06379918613784834,0.0,0.0,482.8575336141607,1.0,0.0,0.157765059464036,0.9959588772530201,0.2208650950677353,3.27032676324971,0.157765059464036,0.4777777777777778,0.0,0.0,0.0,0.08985670111125255
2023-10-24,33901.52734375,66.0,10.43121534674153,489,0.0,0.0,0.0,,,0,0.12765341736001615,0.22870829300646153,0.38557950000663305,0.4246575342465753,-5.44298497713072,0.0,0.06379918613784834,0.0,0.0,483.5570150228693,1.0,0.0,0.1290805031978476,0.9966936268433801,0.18070780505541978,2.675721897204308,0.1290805031978476,0.4388888888888889,0.0,0.0,0.0,0.0735191190910248
2023-10-25,34502.8203125,72.0,10.448796347866656,490,0.0,0.0,0.0,,,0,0.10444370511274048,0.1871249670052867,0.31547413636906335,0.41643835616438357,-5.810120845441986,0.0,0.06379918613784834,0.0,0.0,484.189879154558,1.0,0.0,0.10561132079823894,0.9972947855991292,0.1478518404998889,2.1892270068035247,0.10561132079823894,0.4,0.0,0.0,0.0,0.060152006529020294
2023-10-26,34156.6484375,71.0,10.438712529432724,491,0.6008085445849886,0.6094818045838903,0.7543968033816534,516.3653106473757,25.365310647375736,15,0.1946918577440583,0.26391711929230555,0.39527825764407964,0.40821917808219177,-3.745794036602206,0.0,0.06379918613784834,0.6637681088878451,0.9051482536448665,487.2542059633978,1.0,0.6725060020041675,0.2086830810174987,0.9977866427629238,0.28554209743533937,4.518458460111975,0.2086830810174987,0.5444444444444444,0.6094818045838903,0.1,0.29578520486564064,0.10299440622658762
2023-10-27,33909.80078125,70.0,10.431459360176152,492,0.0,0.0,0.0,,,0,0.15929333815422952,0.21593218851188634,0.32340948352697424,0.4,-1.9733078762233731,0.0,0.0,0.0,0.0,490.0266921237766,1.0,0.0,0.17074070265068073,0.9981890713514832,0.23362535244709584,3.6969205582734337,0.17074070265068073,0.5111111111111111,0.0,0.0,0.0,0.08426815054902623
2023-10-28,34089.57421875,65.0,10.436746875137551,493,0.0,0.0,0.0,,,0,0.1303309130352787,0.17667179060063426,0.26460775924934254,0.3917808219178082,-0.4648680168330088,0.0,0.0,0.0,0.0,492.535131983167,1.0,0.0,0.13969693853237514,0.9985183311057588,0.19114801563853295,3.0247531840419,0.13969693853237514,0.4722222222222222,0.0,0.0,0.0,0.06894666863102146
2023-10-29,34538.48046875,72.0,10.44982935735569,494,0.0,0.0,0.0,,,0,0.10663438339250074,0.14454964685506438,0.21649725756764387,0.3835616438356164,0.8046728083297126,0.0,0.0,0.0,0.0,494.8046728083297,0.9910990411984633,0.0,0.11429749516285237,0.9971693693044323,0.1563938309769815,2.474798059670645,0.11429749516285237,0.43333333333333335,0.0,0.0,0.0,0.05641091069810846
2023-10-30,34502.36328125,68.0,10.448783101579169,495,0.6445160993450182,0.5768737446542098,0.9764813894579671,497.1419628535618,2.141962853561779,15,0.20443105902023118,0.22315402827309083,0.3546761906386118,0.37534246575342467,0.02727186025657602,0.0,0.0,0.7120558391950377,0.9051482536448665,495.0272718602566,0.9996970252366086,0.6506022213172982,0.2118074453727516,0.9976289431102825,0.2925309987347788,4.752107503366892,0.2118074453727516,0.5666666666666667,0.5768737446542098,0.1,0.28618605231341626,0.09818820917361896
2023-10-31,34667.78125,66.0,10.453566040380862,496,0.869092041189969,0.9549550222242631,0.9680343359124162,498.92389492156656,2.923894921566557,15,0.3252785103238198,0.35620875444603123,0.4661958534156671,0.36712328767123287,-0.6016211815233987,0.0,0.0,0.9601654068162804,0.9051482536448665,495.3983788184766,1.0,0.8804596709195911,0.33338057729035875,0.9980600443629584,0.40391595417297654,6.615360684572911,0.33338057729035875,0.65,0.9549550222242631,0.1,0.3872485053854909,0.1507446266666866
2023-11-01,35437.25390625,66.0,10.475518916001551,497,0.0,0.0,0.0,,,0,0.2661369629922162,0.29144352636493465,0.3814329709764549,0.3589041095890411,-1.2658577431338927,0.0,0.0,0.0,0.0,495.7341422568661,1.0,0.0,0.27276592687392986,0.9984127635696931,0.33047668977788985,5.412567832832382,0.27276592687392986,0.6166666666666667,0.0,0.0,0.0,0.12333651272728902
2023-11-02,34938.2421875,72.0,10.461337272963412,498,0.0,0.0,0.0,,,0,0.21774842426635868,0.23845379429858288,0.3120815217080085,0.3506849315068493,-1.9620717750671588,0.0,0.0,0.0,0.0,496.03792822493284,1.0,0.0,0.2231721219877608,0.9987013520115671,0.2703900189091826,4.428464590499221,0.2231721219877608,0.5833333333333334,0.0,0.0,0.0,0.10091169223141828
2023-11-03,34732.32421875,65.0,10.455426066008267,499,0.09034883660337192,0.8568945035131713,0.9863387051644394,500.2379922101346,1.237992210134621,1,0.19458486287308835,0.3508975596103262,0.434673736881905,0.3424657534246575,-2.562065681238437,0.0,0.0,0.9064979880788082,0.09966799462495582,496.43793431876156,1.0,0.09084732297703134,0.19911306762217362,0.9989374698276456,0.23934965085750498,3.8051073922266347,0.19911306762217362,0.5555555555555556,0.8568945035131713,0.006666666666666667,0.12283437223191007,0.1048976340496895
2023-11-04,35082.1953125,68.0,10.46544902470195,500,0.09123402299665843,0.8713888361839558,0.985563874919331,501.30872057811087,1.308720578110865,1,0.1757938010773738,0.44553233716916796,0.5348355801614371,0.33424657534246577,-3.0981812755861142,0.0,0.0,0.9153793385726896,0.09966799462495582,496.9018187244139,1.0,0.09176623528241463,0.1795954617422174,0.99913065713171,0.21395298608795058,3.295087866367246,0.1795954617422174,0.5388888888888889,0.8713888361839558,0.006666666666666667,0.12407683059467847,0.10838476069423295
2023-11-05,35049.35546875,70.0,10.464512503384956,501,0.0,0.0,5.804294907100006e-05,1378.8894588206526,877.8894588206526,11,0.14383129179057855,0.36452645768386466,0.43760330066827957,0.32602739726027397,79.90064159072233,0.0,0.0,0.0,0.8004990217606297,580.9006415907223,0.4115664018289388,0.0,0.1469417414254506,0.8923007925312061,0.3205977198466195,4.695980981573201,0.1469417414254506,0.4888888888888889,0.0,0.07333333333333333,0.0,0.08867844056800876
2023-11-06,35037.37109375,74.0,10.464170516372448,502,0.0,0.0,0.0007049074704271979,1155.1699610248052,653.1699610248052,1,0.11768014782865517,0.298248919923162,0.35816722917776095,0.3178082191780822,133.5929577273016,0.0,0.0,0.0,0.09966799462495582,635.5929577273016,0.22664594404960686,0.0,0.12022506116627776,0.7712726382618244,0.2804286788972261,4.0239844394689825,0.12022506116627776,0.4444444444444444,0.0,0.006666666666666667,0.0,0.07255508773746171
2023-11-07,35443.5625,68.0,10.475696921676048,503,0.17894485468116564,0.8662181163384686,0.9707893999957156,505.66811516211914,2.668115162119136,2,0.12881918543820253,0.4015160465441268,0.4695530784173891,0.3095890410958904,120.21916319728416,0.0,0.0,0.9066222386733187,0.197375320224904,623.2191631972842,0.2629560213549328,0.10612616069113887,0.11766162471625251,0.6788514351878441,0.2653280682295312,3.6559872686564403,0.11766162471625251,0.4388888888888889,0.8662181163384686,0.013333333333333334,0.16313676729555507,0.0890244840207514
2023-11-08,35655.27734375,66.0,10.481652446969523,504,0.0,0.0,0.0,,,0,0.10539751535852934,0.32851312899064916,0.3841797914324092,0.3013698630136986,108.02382528917315,0.0,0.0,0.0,0.0,612.0238252891731,0.3011144886962038,0.0,0.09626860204057022,0.6101719903711821,0.21708660127870733,2.9912623107189056,0.09626860204057022,0.3888888888888889,0.0,0.0,0.0,0.0728382141987966
2023-11-09,36693.125,69.0,10.510344686793989,505,0.7829981021381017,0.9708181436541111,0.7276049625685627,533.6197310708977,28.61973107089773,15,0.2285976220457243,0.4452958589294604,0.4466207316389825,0.29315068493150687,99.5567686969564,0.0,0.0,0.8650495639638165,0.9051482536448665,604.5567686969564,0.330818193500456,0.5712657708096285,0.18263172363494445,0.5593803909401409,0.3421887198907363,5.1746691633154684,0.18263172363494445,0.5666666666666667,0.9708181436541111,0.1,0.39109542042999146,0.13070316078628658
2023-11-10,37313.96875,70.0,10.527123032844324,506,0.0,0.0,0.0,,,0,0.18703441803741078,0.3643329754877403,0.3654169622500766,0.28493150684931506,91.80086035161753,0.0,0.0,0.0,0.0,597.8008603516175,0.3605914930957761,0.0,0.14942595570131817,0.5232369549684381,0.2799725890015115,4.233820224530837,0.14942595570131817,0.5166666666666667,0.0,0.0,0.0,0.10693894973423447
2023-11-11,37138.05078125,70.0,10.522397350525916,507,0.0,0.0,0.0,,,0,0.153028160212427,0.29809061630815115,0.29897751456824445,0.27671232876712326,84.68837184869187,0.0,0.0,0.0,0.0,591.6883718486919,0.39024446245293526,0.0,0.12225760011926032,0.49905650178380123,0.22906848191032758,3.4640347291615936,0.12225760011926032,0.46111111111111114,0.0,0.0,0.0,0.08749550432801001
2023-11-12,37054.51953125,73.0,10.520145607933834,508,0.7093625510387804,0.8963216075414902,0.9866561721281721,509.20902910707605,1.2090291070760486,10,0.25417986763540035,0.4068598874414855,0.42400999776095855,0.2684931506849315,75.83319634949032,0.0,0.0,0.9314180597257391,0.7615941559557649,583.8331963494903,0.430593378930858,0.5091302031969908,0.1925980734061204,0.48660866126508423,0.3258913317367707,4.652392051132213,0.1925980734061204,0.5888888888888889,0.8963216075414902,0.06666666666666667,0.3169872659255022,0.12922127916391768
2023-11-13,36502.35546875,72.0,10.505132070878805,509,0.41383267487321007,0.865998879624177,0.9416851404649896,514.4075875462307,5.4075875462307295,5,0.28320765076954757,0.4903397042019748,0.5181327509798732,0.5041095890410959,68.22123360632281,0.8972875435012388,0.08972875435012388,0.895514629508481,0.46211715726000974,577.2212336063228,0.4685962728507976,0.313027161549269,0.21449427125032924,0.48333368155339573,0.35065966365008683,4.715593496380901,0.21449427125032924,0.6166666666666667,0.865998879624177,0.03333333333333333,0.23532165614722725,0.1485122567972467
2023-11-14,35537.640625,69.0,10.47834771303901,510,0.40890683006049705,0.8498936554629333,0.9400128669651591,515.5675543995867,5.567554399586697,5,0.30606204700426565,0.5557131498857855,0.5948382266135616,0.4904109589041096,61.349454634252766,0.0,0.08972875435012388,0.8848553308104639,0.46211715726000974,571.3494546342528,0.5057763987588124,0.31912018079232735,0.23351716389432886,0.4874141755907442,0.3709246624882546,4.767303769766191,0.23351716389432886,0.6388888888888888,0.8498936554629333,0.03333333333333333,0.23268599813673205,0.16381657340442585
2023-11-15,37880.58203125,60.0,10.542193912315287,511,0.07496740638468045,0.6236877096584063,0.99618760972727,511.34377083600987,0.3437708360098668,1,0.2640448396188865,0.5680721607535346,0.6678108417251449,0.4794520547945205,54.634627605848664,0.0,0.08972875435012388,0.7521713130356232,0.09966799462495582,565.6346276058487,0.5449553480587613,0.058895267582690605,0.2017677282013037,0.4978762069485655,0.3216052683312912,4.0823394479905195,0.2017677282013037,0.5944444444444444,0.6236877096584063,0.006666666666666667,0.10151817643602218,0.15248959213744337
2023-11-16,36154.76953125,70.0,10.495564156124622,512,0.40091689589253915,0.8159652586090365,0.9511481399117299,516.50769102112,4.5076910211199674,5,0.28893066803227785,0.6131436330908986,0.7193267141227058,0.5917808219178082,48.95587174063644,0.8557178025167074,0.17530053460179462,0.8675654854921642,0.46211715726000974,560.9558717406364,0.5804485394425378,0.3290490059082356,0.22490977869347312,0.5128893583111058,0.34715288450014914,4.249186821083152,0.22490977869347312,0.6277777777777778,0.8159652586090365,0.03333333333333333,0.2270672493435982,0.16604916617492607
2023-11-17,36596.68359375,63.0,10.507712903091303,513,0.34234044435791855,0.8955296001653618,0.9093110119923233,521.5561286325694,8.556128632569425,4,0.2986415364551216,0.6644865361953465,0.7538693137353636,0.5753424657534246,44.2035152541539,0.0,0.17530053460179462,0.901016921656853,0.3799489622552249,557.2035152541539,0.611922175059999,0.2921808219428796,0.23714087746609244,0.5308953249927227,0.3531158077283447,4.20388012634076,0.23714087746609244,0.65,0.8955296001653618,0.02666666666666667,0.2196015797962748,0.17578596865153492
2023-11-18,36585.703125,69.0,10.507412818075638,514,0.0,0.0,0.0,,,0,0.2443430752814631,0.5436708023416471,0.6168021657834792,0.5534246575342465,39.80852605209827,0.0,0.17530053460179462,0.0,0.0,553.8085260520983,0.6425459442979602,0.0,0.19402435429043927,0.551195437593675,0.2889129335959184,3.4395382851878944,0.19402435429043927,0.5666666666666667,0.0,0.0,0.0,0.14382488344216493
2023-11-19,37386.546875,66.0,10.529066209467143,515,0.6295738566896905,0.746538125883477,0.9632293745155331,518.3717337285419,3.371733728541926,10,0.3143850355375044,0.5805557702583435,0.6797889310074889,0.5342465753424658,35.43359344985481,0.0,0.17530053460179462,0.8266526886614628,0.7615941559557649,550.4335934498548,0.674551944872133,0.545960166656459,0.25801268381153375,0.5736238934624854,0.37485497402498136,4.632349506062823,0.25801268381153375,0.6555555555555556,0.746538125883477,0.06666666666666667,0.28404993332342965,0.16932034705694032
2023-11-20,37476.95703125,69.0,10.531481543922137,516,0.5403011622592724,0.7242537516548705,0.9688873877729929,518.8446199860057,2.844619986005682,8,0.3554606949414622,0.6066826759668029,0.7323522867830351,0.6301369863013698,31.425119786631058,0.8401781860831584,0.2593183532101105,0.8136615116077592,0.664036770267849,547.4251197866311,0.7052746358500607,0.4758497953407319,0.297619431362297,0.5975603920784082,0.42743348243277546,5.244649595869582,0.297619431362297,0.6833333333333333,0.7242537516548705,0.05333333333333334,0.2551137950312928,0.18491915577954984
2023-11-21,35813.8125,71.0,10.486088922000189,517,0.7175400123398743,0.7556679720216937,0.963162074312523,520.3780221890488,3.3780221890488065,13,0.42129329810480987,0.6337709116131467,0.7743177026974873,0.6602739726027397,27.849205729718506,0.7809914849711125,0.33741750170722173,0.832680431742917,0.8617231593133063,544.8492057297185,0.7338610164230143,0.6435938739558328,0.3605238754702126,0.6223423237774274,0.5063952418655993,6.654713305711477,0.3605238754702126,0.7055555555555556,0.7556679720216937,0.08666666666666667,0.3177894290012413,0.20907738727440284
2023-11-22,37432.33984375,62.0,10.530290311468026,518,0.6723288124853496,0.7867409303899087,0.9264130767847096,524.8791550906506,6.879155090650556,11,0.4669361189012716,0.6615836422998307,0.8019714070769823,0.6821917808219178,24.947296145045357,0.8153468959748423,0.41895219130470596,0.8398871131742539,0.8004990217606297,542.9472961450454,0.7579088286578126,0.6204497858177446,0.4077831318970366,0.6469907792102247,0.5598686563919684,7.444765431945753,0.4077831318970366,0.7277777777777777,0.7867409303899087,0.07333333333333333,0.3045226619415494,0.22643107357752038
2023-11-23,37289.62109375,66.0,10.526470312052592,519,0.7124105739023775,0.8083502834073997,0.9288832109432487,525.6395036591276,6.639503659127627,12,0.5115678379923817,0.6882684861375705,0.8250462805072125,0.7232876712328767,22.29893495591034,0.8438163894460077,0.41360507589918283,0.8545632302755212,0.8336546070121552,541.2989349559103,0.7805426126169759,0.6645146479806963,0.4544615893667929,0.6712729307387248,0.6096479201410933,8.272989898864706,0.4544615893667929,0.7555555555555555,0.8083502834073997,0.08,0.3204761773823837,0.24353018336022278
2023-11-24,37720.28125,66.0,10.537953192976223,520,0.8227807095306559,0.7834422469827627,0.9415882191668102,525.4168511157484,5.416851115748386,22,0.568151996453886,0.7055728062912417,0.8462357238998667,0.7863013698630137,19.786355542561523,0.7973855391690832,0.49334362981609114,0.8432349500673757,0.9757431300314515,539.7863555425615,0.8026404731142243,0.7718770290008541,0.5121734874820767,0.695157938443361,0.6762106855757039,10.768809917252941,0.5121734874820767,0.8277777777777777,0.7834422469827627,0.14666666666666667,0.4008083503665822,0.2721262137250154
2023-11-25,37796.79296875,73.0,10.539979535911824,521,0.7794070218088143,0.701717228572385,0.9436241854696584,526.2224570644003,5.22245706440026,25,0.606562001063873,0.7048717921605405,0.8639427169125561,0.8082191780821918,17.49455568749852,0.6850183207337418,0.5618454618894653,0.7899814783438169,0.9866142981514303,538.4945556874985,0.8233417198040187,0.7380346255328942,0.5532391489458617,0.7184640805089351,0.7326477060440176,13.356299023206951,0.5532391489458617,0.8888888888888888,0.701717228572385,0.16666666666666666,0.39485421966731676,0.29444039662361565
2023-11-26,37479.12109375,73.0,10.531539286070732,522,0.8126628885272882,0.742585250050227,0.9319337472295011,528.3444198138253,6.344419813825311,40,0.6440348896935848,0.7117287845041199,0.8763047224247278,0.8301369863013699,15.527876080481974,0.7925164344117432,0.5555253250789689,0.8132083075513558,0.999329299739067,537.527876080482,0.8415313960262646,0.7801615480420242,0.5944977669633458,0.7408399560575404,0.7811352685340266,18.20060829171478,0.5944977669633458,0.9111111111111111,0.742585250050227,0.26666666666666666,0.49298679218355357,0.3305397412708771
2023-11-27,37254.16796875,66.0,10.525519109326812,523,0.8175138519390927,0.7654218245006978,0.9402808919544303,528.5418964415327,5.5418964415326855,24,0.6755765191927681,0.7214911554125886,0.88793675324831,0.8465753424657534,13.672068495820213,0.7312095769430356,0.6286462827732725,0.8310813736317629,0.9836748576936802,536.6720684958202,0.8590639848451055,0.7885010585412313,0.6297710927047795,0.7623352340189158,0.8179606483812363,19.255043147766635,0.6297710927047795,0.95,0.7654218245006978,0.16,0.40924982062710175,0.34485066479019066
2023-11-28,37831.0859375,68.0,10.540886422938044,524,0.8305774983640943,0.7944472877214224,0.9014196992310594,533.3405883432542,9.34058834325424,29,0.7037585154057364,0.7347559067414674,0.8903881979724462,0.8684931506849315,12.35478467176631,0.7528121340677483,0.7039274961800474,0.8356220085881103,0.9939631673505832,536.3547846717663,0.8717301314612838,0.8195249244046177,0.6642717893774772,0.7822252153720736,0.849961106375663,21.026853484536336,0.6642717893774772,0.9777777777777777,0.7944472877214224,0.19333333333333333,0.4514002003958198,0.36422330762757776
2023-11-29,37858.4921875,72.0,10.541610597966539,525,0.8016848431212794,0.7491752118480766,0.9331728657125835,531.2248334275979,6.2248334275979005,23,0.7215633022631078,0.7373775985790327,0.898167228470653,0.8849315068493151,10.866217886607387,0.7946565236429113,0.7833931485443384,0.8179653003269937,0.9800963962661914,535.8662178866074,0.8862681211973537,0.7853167908301061,0.6862799714597734,0.8011421073403062,0.8736220681739408,21.38560739643882,0.6862799714597734,0.9944444444444445,0.7491752118480766,0.15333333333333332,0.39719582087100724,0.370218310035474
2023-11-30,37712.74609375,74.0,10.537753408968067,526,0.7330710760451977,0.7407287712432237,0.9259277406760584,532.9263173087115,6.926317308711532,15,0.7236556247689423,0.7379869026997947,0.9032145943261812,0.8958904109589041,9.586227355379151,0.6971022225533378,0.7690855521913564,0.8098906152591628,0.9051482536448665,535.5862273553792,0.8989627886685905,0.7244558640441534,0.6932210428387515,0.8189276857636306,0.8793541018959272,20.22458786981358,0.6932210428387515,0.9944444444444445,0.7407287712432237,0.1,0.332502969519916,0.36336097539628165
2023-12-01,38688.75,71.0,10.563304139082696,527,0.7468439981688958,0.730674111492955,0.9463509704608152,531.9627596618037,4.962759661803716,16,0.727871692659843,0.7366573042985511,0.9110575718052055,0.8986301369863013,8.241135194086269,0.7519206833585014,0.7661784720300953,0.8103173256787982,0.9216685544064713,535.2411351940863,0.9124991100412916,0.7360409587156127,0.7010064820890899,0.8359406719959326,0.8870476387160261,19.45648098439293,0.7010064820890899,0.9944444444444445,0.730674111492955,0.10666666666666667,0.33841197421808006,0.35882479336388134
2023-12-02,39476.33203125,74.0,10.583456582221416,528,0.8009523448711098,0.7347580290105432,0.9498854914232093,532.6272453296858,4.62724532968582,24,0.7411590839709824,0.7363119815189133,0.9181171935539334,0.9068493150684932,6.992193302238547,0.7145529152161209,0.7560990739542232,0.8142450105403926,0.9836748576936802,534.9921933022385,0.9252502507652974,0.792577720423209,0.7176557981498388,0.8521787772267261,0.9046162239846904,20.282575350866942,0.7176557981498388,1.0,0.7347580290105432,0.16,0.3993324451188596,0.3661898209556955
2023-12-03,39978.390625,73.0,10.596094352741906,529,0.7699790617662394,0.7012770680759978,0.9548337351812053,533.1596247650629,4.159624765062858,21,0.7463990799337563,0.729941997256565,0.9247929283952554,0.9123287671232877,5.817662965364661,0.7026773477467912,0.7419851697843015,0.7934231801867525,0.970451936613454,534.8176629653647,0.9374042125710479,0.7643258957250335,0.7261412704362378,0.8676743109256936,0.9165863535535564,20.41301619616386,0.7261412704362378,1.0,0.7012770680759978,0.14,0.3681162564519087,0.366540081955007
2023-12-04,41980.09765625,74.0,10.644950919628469,530,0.816060158563161,0.7691197339352028,0.9613453479333641,533.5479414325938,3.5479414325938023,21,0.759064730593648,0.7370652221072262,0.9314388228567296,0.9232876712328767,4.696737105100738,0.7778949740289749,0.7400361132702906,0.8409073420069957,0.970451936613454,534.6967371051007,0.9491523386241335,0.8119041711982237,0.7417345251202352,0.8824884977799554,0.9263800959280832,20.519740524134065,0.7417345251202352,1.0,0.7691197339352028,0.14,0.3890877762186839,0.370639662730221
2023-12-05,44080.6484375,75.0,10.6937761541882,531,0.7990523339944365,0.7183898582054963,0.9694585820012499,533.7915773580819,2.791577358081895,25,0.7663352039392458,0.7336697013978208,0.9383515063375514,0.9315068493150684,3.6105314149084506,0.8155566411345566,0.7530899453103721,0.809893324566227,0.9866142981514303,534.6105314149085,0.9606770182608088,0.7961492332107782,0.7516281084094248,0.8967045924128378,0.9373317690596008,21.33433315610969,0.7516281084094248,1.0,0.7183898582054963,0.16666666666666666,0.4004567472175063,0.3760609508188183
2023-12-06,43746.4453125,72.0,10.6861656384848,532,0.4513682035589004,0.7855604440037234,0.9300837743538258,538.5232555247296,6.5232555247296204,6,0.7090684765973647,0.7431043818716212,0.9368482823405103,0.936986301369863,2.9831718063200015,0.7574404093796165,0.7495823428071594,0.8404591145691246,0.5370495669980352,534.98317180632,0.9673969673892678,0.45852606005048585,0.6983368268896176,0.9095577514994615,0.8645531868665889,18.546272582271563,0.6983368268896176,0.9666666666666667,0.7855604440037234,0.04,0.23874361231889554,0.3510941620006505
2023-12-07,43292.6640625,72.0,10.675738478447814,533,0.6044895206628728,0.7652518195278597,0.9773075076865563,535.0658536637587,2.0658536637587304,9,0.6900541209729115,0.7471311887182099,0.9442045051307004,0.9452054794520548,1.9910462689332462,0.8420267914879435,0.7606640642616502,0.8439080245972453,0.7162978701990245,534.9910462689332,0.9781201768111397,0.6046905331270188,0.6813102280236906,0.9220236470106757,0.8375976747452135,16.810586658222185,0.6813102280236906,0.95,0.7652518195278597,0.06,0.27640323564119923,0.33751399357165934
2023-12-08,44166.6015625,72.0,10.695724161682614,534,0.7239697583102845,0.774470278392567,0.9492366916777522,538.6887389817346,4.688738981734559,13,0.6962206004887975,0.7521019322953657,0.9451194481392552,0.9534246575342465,1.3432074796762663,0.8345061260137532,0.7688334634562507,0.8401419301382183,0.8617231593133063,535.3432074796763,0.9851862912184534,0.7348149142258262,0.6910383527877152,0.9335077641393625,0.8419841264848668,16.117752720363605,0.6910383527877152,0.9555555555555556,0.774470278392567,0.08666666666666667,0.3225103753285299,0.3347860629819994
2023-12-09,43725.984375,73.0,10.685697812497887,535,0.4631486499847417,0.7968512057825308,0.970955280721451,537.6527379959028,2.6527379959028394,6,0.6538438822153327,0.7602381638384866,0.949816872245109,0.9561643835616438,0.563162766935875,0.8174961750133939,0.771117428593299,0.8623946064673694,0.5370495669980352,535.5631627669359,0.9937621724552265,0.4674699468539794,0.6503895517088542,0.9444631111058832,0.7865414793054428,14.27816131666113,0.6503895517088542,0.9055555555555556,0.7968512057825308,0.04,0.2407965925368513,0.31769706835560885
2023-12-10,43779.69921875,74.0,10.686925500764309,536,0.8419464117358783,0.8540295154631113,0.8279077206223985,552.9968221398259,16.996822139825895,35,0.6880443421281592,0.7772911368611456,0.9276515719500706,0.9616438356164384,1.2235112786397622,0.7562412858073256,0.7770313349186978,0.8434833247167587,0.9981778976111987,537.2235112786398,0.9864974190794623,0.9030879732883627,0.6963347192687647,0.9521057125556248,0.8250208280883075,18.04576834999547,0.6963347192687647,0.9611111111111111,0.8540295154631113,0.23333333333333334,0.5082465534748127,0.35234242928637316
2023-12-11,41243.83203125,74.0,10.627256854067472,537,0.853218616329489,0.8454166120462727,0.8672241382783948,549.8212032558162,12.821203255816158,38,0.7180760283465828,0.789677586894805,0.9166647658279476,0.9506849315068493,1.4232914669422598,0.8616834282772349,0.788007609410571,0.8540730328826385,0.9989995977858408,538.4232914669423,0.9843100406142761,0.897553915472411,0.7329200276694277,0.957961044929925,0.8566533316696772,21.67381046817811,0.7329200276694277,0.9888888888888889,0.8454166120462727,0.25333333333333335,0.5220587766882377,0.38319994699580306
2023-12-12,41450.22265625,67.0,10.632248532231763,538,0.8824006077999548,0.8676000042878219,0.9084611696434196,546.6402819910008,8.640281991000847,36,0.7479532246108322,0.8038452991480808,0.9151732028853061,0.9506849315068493,1.2058619930430723,0.9415774329240972,0.8107100611813687,0.8837191677602815,0.9985079423323265,539.2058619930431,0.9866908933236292,0.9120438074449806,0.765487987628619,0.9631846537287803,0.8824450790628862,24.278572201236635,0.765487987628619,1.0,0.8676000042878219,0.24,0.5188911026536673,0.40787106620632385
2023-12-13,42890.7421875,65.0,10.666411281802802,539,0.8672605098858123,0.8597073884309148,0.8809163217108754,550.4113374729978,11.411337472997843,38,0.7696454582971922,0.8140020426540505,0.9089446790354095,0.9561643835616438,1.2730501339910916,0.7657222790787866,0.8170145543145683,0.868128988047631,0.9989995977858408,540.2730501339911,0.985954569016914,0.9072322300114689,0.7912596680618644,0.9673246383266227,0.903636809739787,26.773377255557246,0.7912596680618644,1.0,0.8597073884309148,0.25333333333333335,0.5273358905842777,0.4295919433659518
